"FinancialYear","LocationCode","Dataset","DatasetQF","NumberOfAdmissions","NumberOfDischarges","NumberOfStays","NumberOfPatients","NumberOfHospitalResidents","NumberOfHospitalResidentsQF"
"2015/16","N184H","Total","d",0,0,0,0,"0"," "
"2015/16","N198H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N198H","SMR04"," ",1545,1525,1300,1050,"250"," "
"2015/16","N198H","Total","d",1545,1525,1300,1050,"250"," "
"2015/16","N331H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N331H","SMR04"," ",5,10,5,10,"0"," "
"2015/16","N331H","Total","d",10,15,10,15,"0"," "
"2015/16","N332H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N332H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N332H","Total","d",5,5,5,5,"0"," "
"2015/16","N333H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N333H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N333H","Total","d",5,5,5,5,"0"," "
"2015/16","N334H","SMR01"," ",5,10,10,10,"",":"
"2015/16","N334H","SMR04"," ",30,35,30,30,"5"," "
"2015/16","N334H","Total","d",35,40,40,40,"5"," "
"2015/16","N335H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N335H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N335H","Total","d",0,0,0,0,"0"," "
"2015/16","N336H","SMR01"," ",10,10,10,10,"",":"
"2015/16","N336H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N336H","Total","d",10,10,10,10,"0"," "
"2015/16","N337H","SMR01"," ",20,20,20,20,"",":"
"2015/16","N337H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N337H","Total","d",20,20,20,20,"0"," "
"2015/16","N352H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N352H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N352H","Total","d",0,0,0,0,"0"," "
"2015/16","N411H","SMR01"," ",115,115,85,75,"",":"
"2015/16","N411H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N411H","Total","d",115,115,85,75,"0"," "
"2015/16","N431H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N431H","SMR04"," ",35,35,35,35,"10"," "
"2015/16","N431H","Total","d",40,35,35,35,"10"," "
"2015/16","N432H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N432H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N432H","Total","d",5,5,5,5,"0"," "
"2015/16","N433H","SMR01"," ",0,5,5,5,"",":"
"2015/16","N433H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N433H","Total","d",0,5,5,5,"0"," "
"2015/16","N434H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N434H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N434H","Total","d",5,5,5,5,"0"," "
"2015/16","N451H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N451H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N451H","Total","d",0,0,0,0,"0"," "
"2015/16","N465R","SMR01"," ",0,0,0,0,"",":"
"2015/16","N465R","SMR04"," ",20,15,15,15,"5"," "
"2015/16","N465R","Total","d",20,15,15,15,"5"," "
"2015/16","N492H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N492H","SMR04"," ",10,10,5,5,"10"," "
"2015/16","N492H","Total","d",10,10,5,5,"10"," "
"2015/16","N494H","SMR01"," ",5,5,5,5,"",":"
"2015/16","N494H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N494H","Total","d",5,5,5,5,"0"," "
"2015/16","N495H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N495H","SMR04"," ",220,220,205,155,"20"," "
"2015/16","N495H","Total","d",220,220,205,155,"20"," "
"2015/16","N496H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N496H","SMR04"," ",5,5,5,5,"5"," "
"2015/16","N496H","Total","d",5,5,5,5,"5"," "
"2015/16","N498V","SMR01"," ",0,0,0,0,"",":"
"2015/16","N498V","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N498V","Total","d",0,0,0,0,"0"," "
"2015/16","N499H","SMR01"," ",0,0,0,0,"",":"
"2015/16","N499H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","N499H","Total","d",0,0,0,0,"0"," "
"2015/16","R101H","SMR01"," ",60,60,55,45,"",":"
"2015/16","R101H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","R101H","Total","d",60,60,55,45,"0"," "
"2015/16","S102H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S102H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S102H","Total","d",0,0,0,0,"0"," "
"2015/16","S108H","SMR01"," ",5,5,0,0,"",":"
"2015/16","S108H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S108H","Total","d",5,5,0,0,"0"," "
"2015/16","S109H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S109H","SMR04"," ",25,20,20,20,"15"," "
"2015/16","S109H","Total","d",25,20,20,20,"15"," "
"2015/16","S113H","SMR01"," ",15,20,10,15,"",":"
"2015/16","S113H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S113H","Total","d",15,20,10,15,"0"," "
"2015/16","S114H","SMR01"," ",5,15,10,10,"",":"
"2015/16","S114H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S114H","Total","d",5,15,10,10,"0"," "
"2015/16","S116H","SMR01"," ",775,775,430,425,"",":"
"2015/16","S116H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S116H","Total","d",775,775,430,425,"0"," "
"2015/16","S201H","SMR01"," ",5,5,5,5,"",":"
"2015/16","S201H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S201H","Total","d",5,5,5,5,"0"," "
"2015/16","S203K","SMR01"," ",0,0,0,0,"",":"
"2015/16","S203K","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S203K","Total","d",0,0,0,0,"0"," "
"2015/16","S209H","SMR01"," ",95,90,80,80,"",":"
"2015/16","S209H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S209H","Total","d",95,90,80,80,"0"," "
"2015/16","S217H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S217H","SMR04"," ",2205,2245,1815,1550,"320"," "
"2015/16","S217H","Total","d",2205,2245,1815,1550,"320"," "
"2015/16","S225H","SMR01"," ",40,40,35,30,"",":"
"2015/16","S225H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S225H","Total","d",40,40,35,30,"0"," "
"2015/16","S306H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S306H","SMR04"," ",10,15,15,15,"25"," "
"2015/16","S306H","Total","d",10,15,15,15,"25"," "
"2015/16","S308H","SMR01"," ",545,540,435,395,"",":"
"2015/16","S308H","SMR04"," ",940,945,665,600,"70"," "
"2015/16","S308H","Total","d",1480,1485,1100,960,"70"," "
"2015/16","S310H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S310H","SMR04"," ",30,25,20,25,"25"," "
"2015/16","S310H","Total","d",30,25,20,25,"25"," "
"2015/16","S312H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S312H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S312H","Total","d",0,0,0,0,"0"," "
"2015/16","S312R","SMR01"," ",0,0,0,0,"",":"
"2015/16","S312R","SMR04"," ",20,25,20,25,"20"," "
"2015/16","S312R","Total","d",20,25,20,25,"20"," "
"2015/16","S313H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S313H","SMR04"," ",5,5,5,5,"30"," "
"2015/16","S313H","Total","d",5,5,5,5,"30"," "
"2015/16","S314H","SMR01"," ",1455,1445,855,855,"",":"
"2015/16","S314H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","S314H","Total","d",1455,1445,855,855,"0"," "
"2015/16","S315H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S315H","SMR04"," ",60,50,25,40,"25"," "
"2015/16","S315H","Total","d",60,50,25,40,"25"," "
"2015/16","S318H","SMR01"," ",0,0,0,0,"",":"
"2015/16","S318H","SMR04"," ",210,210,140,155,"45"," "
"2015/16","S318H","Total","d",210,210,140,155,"45"," "
"2015/16","T101H","SMR01"," ",830,825,480,480,"",":"
"2015/16","T101H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T101H","Total","d",830,825,480,480,"0"," "
"2015/16","T107H","SMR01"," ",75,70,70,70,"",":"
"2015/16","T107H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T107H","Total","d",75,70,70,70,"0"," "
"2015/16","T122H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T122H","SMR04"," ",0,5,0,5,"0"," "
"2015/16","T122H","Total","d",0,5,0,5,"0"," "
"2015/16","T202H","SMR01"," ",285,280,205,195,"",":"
"2015/16","T202H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T202H","Total","d",285,280,205,195,"0"," "
"2015/16","T205H","SMR01"," ",5,5,5,5,"",":"
"2015/16","T205H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T205H","Total","d",5,5,5,5,"0"," "
"2015/16","T207H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T207H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T207H","Total","d",0,0,0,0,"0"," "
"2015/16","T209H","SMR01"," ",10,10,5,5,"",":"
"2015/16","T209H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T209H","Total","d",10,10,5,5,"0"," "
"2015/16","T215H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T215H","SMR04"," ",1105,1100,865,680,"125"," "
"2015/16","T215H","Total","d",1105,1100,865,680,"125"," "
"2015/16","T304H","SMR01"," ",5,5,5,5,"",":"
"2015/16","T304H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T304H","Total","d",5,5,5,5,"0"," "
"2015/16","T305H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T305H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T305H","Total","d",0,0,0,0,"0"," "
"2015/16","T310H","SMR01"," ",10,10,10,5,"",":"
"2015/16","T310H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T310H","Total","d",10,10,10,5,"0"," "
"2015/16","T312H","SMR01"," ",5,5,5,5,"",":"
"2015/16","T312H","SMR04"," ",380,380,320,300,"50"," "
"2015/16","T312H","Total","d",385,385,320,300,"50"," "
"2015/16","T313H","SMR01"," ",10,10,10,10,"",":"
"2015/16","T313H","SMR04"," ",45,45,45,40,"10"," "
"2015/16","T313H","Total","d",55,55,55,50,"10"," "
"2015/16","T315S","SMR01"," ",0,0,0,0,"",":"
"2015/16","T315S","SMR04"," ",0,0,0,0,"5"," "
"2015/16","T315S","Total","d",0,0,0,0,"5"," "
"2015/16","T316H","SMR01"," ",15,15,10,10,"",":"
"2015/16","T316H","SMR04"," ",30,25,25,20,"5"," "
"2015/16","T316H","Total","d",40,40,35,35,"5"," "
"2015/16","T317H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T317H","SMR04"," ",595,595,490,490,"45"," "
"2015/16","T317H","Total","d",595,595,490,490,"45"," "
"2015/16","T320H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T320H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T320H","Total","d",0,0,0,0,"0"," "
"2015/16","T322H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T322H","SMR04"," ",190,195,165,140,"40"," "
"2015/16","T322H","Total","d",190,195,165,140,"40"," "
"2015/16","T323H","SMR01"," ",5,0,0,0,"",":"
"2015/16","T323H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","T323H","Total","d",5,0,0,0,"0"," "
"2015/16","T324H","SMR01"," ",0,0,0,0,"",":"
"2015/16","T324H","SMR04"," ",50,40,40,40,"10"," "
"2015/16","T324H","Total","d",50,40,40,40,"10"," "
"2015/16","V102H","SMR01"," ",35,30,25,30,"",":"
"2015/16","V102H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","V102H","Total","d",35,30,25,30,"0"," "
"2015/16","V103V","SMR01"," ",0,0,0,0,"",":"
"2015/16","V103V","SMR04"," ",0,0,0,0,"0"," "
"2015/16","V103V","Total","d",0,0,0,0,"0"," "
"2015/16","V105H","SMR01"," ",0,0,0,0,"",":"
"2015/16","V105H","SMR04"," ",20,20,20,20,"15"," "
"2015/16","V105H","Total","d",20,20,20,20,"15"," "
"2015/16","V106H","SMR01"," ",0,0,0,0,"",":"
"2015/16","V106H","SMR04"," ",55,55,25,40,"50"," "
"2015/16","V106H","Total","d",55,55,25,40,"50"," "
"2015/16","V201H","SMR01"," ",20,20,15,15,"",":"
"2015/16","V201H","SMR04"," ",15,15,15,15,"15"," "
"2015/16","V201H","Total","d",35,35,30,30,"15"," "
"2015/16","V214H","SMR01"," ",0,0,0,0,"",":"
"2015/16","V214H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","V214H","Total","d",0,0,0,0,"0"," "
"2015/16","V216H","SMR01"," ",10,10,10,10,"",":"
"2015/16","V216H","SMR04"," ",40,40,40,35,"15"," "
"2015/16","V216H","Total","d",50,50,45,45,"15"," "
"2015/16","V217H","SMR01"," ",515,510,350,320,"",":"
"2015/16","V217H","SMR04"," ",1245,1240,1010,845,"75"," "
"2015/16","V217H","Total","d",1760,1750,1360,1115,"75"," "
"2015/16","W106H","SMR01"," ",10,10,10,10,"",":"
"2015/16","W106H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","W106H","Total","d",10,10,10,10,"0"," "
"2015/16","W107H","SMR01"," ",75,70,45,40,"",":"
"2015/16","W107H","SMR04"," ",40,45,35,35,"20"," "
"2015/16","W107H","Total","d",115,115,80,75,"20"," "
"2015/16","W108H","SMR01"," ",30,30,25,25,"",":"
"2015/16","W108H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","W108H","Total","d",30,30,25,25,"0"," "
"2015/16","Y101H","SMR01"," ",5,5,5,5,"",":"
"2015/16","Y101H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y101H","Total","d",5,5,5,5,"0"," "
"2015/16","Y104H","SMR01"," ",520,520,375,245,"",":"
"2015/16","Y104H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y104H","Total","d",520,520,375,245,"0"," "
"2015/16","Y106H","SMR01"," ",5,5,5,5,"",":"
"2015/16","Y106H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y106H","Total","d",5,5,5,5,"0"," "
"2015/16","Y107H","SMR01"," ",5,0,0,0,"",":"
"2015/16","Y107H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y107H","Total","d",5,0,0,0,"0"," "
"2015/16","Y108H","SMR01"," ",5,5,5,5,"",":"
"2015/16","Y108H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y108H","Total","d",5,5,5,5,"0"," "
"2015/16","Y109H","SMR01"," ",10,10,10,10,"",":"
"2015/16","Y109H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y109H","Total","d",10,10,10,10,"0"," "
"2015/16","Y114H","SMR01"," ",10,10,10,10,"",":"
"2015/16","Y114H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y114H","Total","d",10,10,10,10,"0"," "
"2015/16","Y120H","SMR01"," ",0,0,0,0,"",":"
"2015/16","Y120H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y120H","Total","d",0,0,0,0,"0"," "
"2015/16","Y121V","SMR01"," ",0,0,0,0,"",":"
"2015/16","Y121V","SMR04"," ",0,5,5,5,"0"," "
"2015/16","Y121V","Total","d",0,5,5,5,"0"," "
"2015/16","Y143H","SMR01"," ",0,0,0,0,"",":"
"2015/16","Y143H","SMR04"," ",0,5,0,5,"0"," "
"2015/16","Y143H","Total","d",0,5,0,5,"0"," "
"2015/16","Y144H","SMR01"," ",30,30,30,30,"",":"
"2015/16","Y144H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Y144H","Total","d",30,30,30,30,"0"," "
"2015/16","Y145H","SMR01"," ",0,0,0,0,"",":"
"2015/16","Y145H","SMR04"," ",780,790,645,375,"50"," "
"2015/16","Y145H","Total","d",780,790,645,375,"50"," "
"2015/16","Z102H","SMR01"," ",70,70,65,55,"",":"
"2015/16","Z102H","SMR04"," ",0,0,0,0,"0"," "
"2015/16","Z102H","Total","d",70,70,65,55,"0"," "
"2016/17","A101H","SMR01"," ",25,25,25,20,"",":"
"2016/17","A101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","A101H","Total","d",25,25,25,20,"0"," "
"2016/17","A103H","SMR01"," ",0,5,5,5,"",":"
"2016/17","A103H","SMR04"," ",10,20,10,20,"0"," "
"2016/17","A103H","Total","d",10,25,10,25,"0"," "
"2016/17","A110H","SMR01"," ",5,5,5,5,"",":"
"2016/17","A110H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","A110H","Total","d",5,5,5,5,"0"," "
"2016/17","A111H","SMR01"," ",900,900,550,475,"",":"
"2016/17","A111H","SMR04"," ",85,110,75,100,"0"," "
"2016/17","A111H","Total","d",985,1010,625,570,"0"," "
"2016/17","A201H","SMR01"," ",0,0,0,0,"",":"
"2016/17","A201H","SMR04"," ",170,220,155,195,"60"," "
"2016/17","A201H","Total","d",170,220,155,195,"60"," "
"2016/17","A208H","SMR01"," ",10,10,10,10,"",":"
"2016/17","A208H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","A208H","Total","d",10,10,10,10,"0"," "
"2016/17","A210H","SMR01"," ",490,485,315,270,"",":"
"2016/17","A210H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","A210H","Total","d",490,485,315,270,"0"," "
"2016/17","A215H","SMR01"," ",10,10,10,10,"",":"
"2016/17","A215H","SMR04"," ",0,5,5,5,"10"," "
"2016/17","A215H","Total","d",10,15,15,15,"10"," "
"2016/17","A216H","SMR01"," ",20,20,20,20,"",":"
"2016/17","A216H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","A216H","Total","d",20,20,20,20,"0"," "
"2016/17","A217H","SMR01"," ",5,5,0,5,"",":"
"2016/17","A217H","SMR04"," ",955,855,745,665,"100"," "
"2016/17","A217H","Total","d",955,860,745,670,"100"," "
"2016/17","A240V","SMR01"," ",0,0,0,0,"",":"
"2016/17","A240V","SMR04"," ",5,5,5,5,"20"," "
"2016/17","A240V","Total","d",5,5,5,5,"20"," "
"2016/17","B104H","SMR01"," ",0,0,0,0,"",":"
"2016/17","B104H","SMR04"," ",50,50,45,35,"10"," "
"2016/17","B104H","Total","d",50,50,45,35,"10"," "
"2016/17","B120H","SMR01"," ",265,265,185,165,"",":"
"2016/17","B120H","SMR04"," ",95,95,55,70,"20"," "
"2016/17","B120H","Total","d",360,360,240,225,"20"," "
"2016/17","B129H","SMR01"," ",0,0,0,0,"",":"
"2016/17","B129H","SMR04"," ",15,10,5,10,"10"," "
"2016/17","B129H","Total","d",15,10,5,10,"10"," "
"2016/17","B130H","SMR01"," ",0,0,0,0,"",":"
"2016/17","B130H","SMR04"," ",285,285,260,220,"15"," "
"2016/17","B130H","Total","d",285,285,260,220,"15"," "
"2016/17","C101H","SMR01"," ",0,0,0,0,"",":"
"2016/17","C101H","SMR04"," ",205,205,175,130,"20"," "
"2016/17","C101H","Total","d",205,205,175,130,"20"," "
"2016/17","C106H","SMR01"," ",20,20,15,15,"",":"
"2016/17","C106H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","C106H","Total","d",20,20,15,15,"0"," "
"2016/17","C108H","SMR01"," ",30,30,30,25,"",":"
"2016/17","C108H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","C108H","Total","d",30,30,30,25,"0"," "
"2016/17","C113H","SMR01"," ",35,35,35,25,"",":"
"2016/17","C113H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","C113H","Total","d",35,35,35,25,"0"," "
"2016/17","C121H","SMR01"," ",80,80,80,70,"",":"
"2016/17","C121H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","C121H","Total","d",80,80,80,70,"0"," "
"2016/17","C122H","SMR01"," ",40,40,40,35,"",":"
"2016/17","C122H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","C122H","Total","d",40,40,40,35,"0"," "
"2016/17","C204H","SMR01"," ",0,0,0,0,"",":"
"2016/17","C204H","SMR04"," ",5,5,5,5,"10"," "
"2016/17","C204H","Total","d",5,5,5,5,"10"," "
"2016/17","C206H","SMR01"," ",270,275,150,130,"",":"
"2016/17","C206H","SMR04"," ",45,50,45,45,"15"," "
"2016/17","C206H","Total","d",320,325,195,170,"15"," "
"2016/17","C310H","SMR01"," ",0,0,0,0,"",":"
"2016/17","C310H","SMR04"," ",25,30,25,15,"40"," "
"2016/17","C310H","Total","d",25,30,25,15,"40"," "
"2016/17","C313H","SMR01"," ",650,640,370,325,"",":"
"2016/17","C313H","SMR04"," ",295,295,240,250,"25"," "
"2016/17","C313H","Total","d",945,940,610,560,"25"," "
"2016/17","C403H","SMR01"," ",0,0,0,0,"",":"
"2016/17","C403H","SMR04"," ",250,255,160,180,"75"," "
"2016/17","C403H","Total","d",250,255,160,180,"75"," "
"2016/17","C418H","SMR01"," ",1100,1095,675,540,"",":"
"2016/17","C418H","SMR04"," ",190,190,150,170,"35"," "
"2016/17","C418H","Total","d",1290,1280,825,700,"35"," "
"2016/17","C419H","SMR01"," ",0,0,0,0,"",":"
"2016/17","C419H","SMR04"," ",110,110,95,100,"20"," "
"2016/17","C419H","Total","d",110,110,95,100,"20"," "
"2016/17","D101H","SMR01"," ",0,0,0,0,"",":"
"2016/17","D101H","SMR04"," ",135,140,20,95,"110"," "
"2016/17","D101H","Total","d",135,140,20,95,"110"," "
"2016/17","D102H","SMR01"," ",0,0,0,0,"",":"
"2016/17","D102H","SMR01"," ",0,0,0,0,"",":"
"2016/17","D102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","D102H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","D102H","Total","d",0,0,0,0,"0"," "
"2016/17","D102H","Total","d",0,0,0,0,"0"," "
"2016/17","F701H","SMR01"," ",30,30,30,30,"",":"
"2016/17","F701H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F701H","Total","d",30,30,30,30,"0"," "
"2016/17","F704H","SMR01"," ",1235,1230,730,695,"",":"
"2016/17","F704H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F704H","Total","d",1235,1230,730,695,"0"," "
"2016/17","F708H","SMR01"," ",10,10,10,10,"",":"
"2016/17","F708H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F708H","Total","d",10,10,10,10,"0"," "
"2016/17","F709H","SMR01"," ",15,20,20,20,"",":"
"2016/17","F709H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F709H","Total","d",15,20,20,20,"0"," "
"2016/17","F711H","SMR01"," ",0,0,0,0,"",":"
"2016/17","F711H","SMR04"," ",430,420,355,310,"25"," "
"2016/17","F711H","Total","d",430,420,355,310,"25"," "
"2016/17","F712H","SMR01"," ",0,0,0,0,"",":"
"2016/17","F712H","SMR04"," ",650,655,480,505,"110"," "
"2016/17","F712H","Total","d",650,655,480,505,"110"," "
"2016/17","F716H","SMR01"," ",25,25,20,20,"",":"
"2016/17","F716H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F716H","Total","d",25,25,20,20,"0"," "
"2016/17","F805H","SMR01"," ",45,45,40,40,"",":"
"2016/17","F805H","SMR04"," ",405,390,340,320,"75"," "
"2016/17","F805H","Total","d",450,435,385,355,"75"," "
"2016/17","F810H","SMR01"," ",0,0,0,0,"",":"
"2016/17","F810H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","F810H","Total","d",0,0,0,0,"0"," "
"2016/17","G107H","SMR01"," ",2660,2660,1570,1220,"",":"
"2016/17","G107H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G107H","Total","d",2660,2660,1570,1220,"0"," "
"2016/17","G109H","SMR01"," ",10,10,10,10,"",":"
"2016/17","G109H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G109H","Total","d",10,10,10,10,"0"," "
"2016/17","G111H","SMR01"," ",0,0,0,0,"",":"
"2016/17","G111H","SMR04"," ",360,365,320,310,"45"," "
"2016/17","G111H","Total","d",360,365,320,310,"45"," "
"2016/17","G207H","SMR01"," ",20,20,20,15,"",":"
"2016/17","G207H","SMR04"," ",1180,1205,1045,975,"125"," "
"2016/17","G207H","Total","d",1200,1225,1065,995,"125"," "
"2016/17","G302H","SMR01"," ",0,0,0,0,"",":"
"2016/17","G302H","SMR04"," ",1365,1390,1105,1025,"235"," "
"2016/17","G302H","Total","d",1365,1390,1105,1025,"235"," "
"2016/17","G306H","SMR01"," ",30,30,20,20,"",":"
"2016/17","G306H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G306H","Total","d",30,30,20,20,"0"," "
"2016/17","G323V","SMR01"," ",0,0,0,0,"",":"
"2016/17","G323V","SMR04"," ",55,50,45,50,"20"," "
"2016/17","G323V","Total","d",55,50,45,50,"20"," "
"2016/17","G405H","SMR01"," ",3425,3425,1365,1215,"",":"
"2016/17","G405H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G405H","Total","d",3425,3425,1365,1215,"0"," "
"2016/17","G414V","SMR01"," ",0,0,0,0,"",":"
"2016/17","G414V","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G414V","Total","d",0,0,0,0,"0"," "
"2016/17","G424V","SMR01"," ",0,0,0,0,"",":"
"2016/17","G424V","SMR04"," ",15,15,15,15,"25"," "
"2016/17","G424V","Total","d",15,15,15,15,"25"," "
"2016/17","G505H","SMR01"," ",0,0,0,0,"",":"
"2016/17","G505H","SMR04"," ",1060,1085,965,845,"155"," "
"2016/17","G505H","Total","d",1060,1085,965,845,"155"," "
"2016/17","G513H","SMR01"," ",80,80,70,70,"",":"
"2016/17","G513H","SMR04"," ",15,15,10,15,"5"," "
"2016/17","G513H","Total","d",95,95,85,80,"5"," "
"2016/17","G516H","SMR01"," ",170,175,140,135,"",":"
"2016/17","G516H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G516H","Total","d",170,175,140,135,"0"," "
"2016/17","G541V","SMR01"," ",0,0,0,0,"",":"
"2016/17","G541V","SMR04"," ",10,15,15,15,"40"," "
"2016/17","G541V","Total","d",10,15,15,15,"40"," "
"2016/17","G584V","SMR01"," ",15,15,15,5,"",":"
"2016/17","G584V","SMR04"," ",0,0,0,0,"0"," "
"2016/17","G584V","Total","d",15,15,15,5,"0"," "
"2016/17","G612H","SMR01"," ",0,0,0,0,"",":"
"2016/17","G612H","SMR04"," ",40,45,10,35,"65"," "
"2016/17","G612H","Total","d",40,45,10,35,"65"," "
"2016/17","G613H","SMR01"," ",0,0,0,0,"",":"
"2016/17","G613H","SMR04"," ",120,125,120,105,"15"," "
"2016/17","G613H","Total","d",120,125,120,105,"15"," "
"2016/17","H101H","SMR01"," ",5,5,5,5,"",":"
"2016/17","H101H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H101H","Total","d",5,5,5,5,"0"," "
"2016/17","H103H","SMR01"," ",80,80,50,45,"",":"
"2016/17","H103H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H103H","Total","d",80,80,50,45,"0"," "
"2016/17","H104H","SMR01"," ",5,5,5,5,"",":"
"2016/17","H104H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H104H","Total","d",5,5,5,5,"0"," "
"2016/17","H106H","SMR01"," ",15,10,10,10,"",":"
"2016/17","H106H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H106H","Total","d",15,10,10,10,"0"," "
"2016/17","H201H","SMR01"," ",5,10,10,10,"",":"
"2016/17","H201H","SMR04"," ",0,0,0,0,"0"," "
"2016/17","H201H","Total","d",5,10,10,10,"0"," "
"2016/17","H202H","SMR01"," ",600,595,315,285,"",":"
